EAR,MAR,Pitch,BlinkDuration
0.16892527070985713,0.41670140454476773,-170.06779907493257,0.0
0.2694536155618943,0.4105114483457087,-171.2656939954869,0.05190300941467285
0.30551932483949173,0.39442502883677744,-170.4979126688101,0.05190300941467285
0.2984214733887006,0.41047079010777376,-170.82448372199462,0.05190300941467285
0.32016922914024104,0.4349238929159885,-171.69008760191574,0.05190300941467285
0.318689154663546,0.4382829888302602,-171.89718066187913,0.05190300941467285
0.33620595568889977,0.4317361878184259,-170.6574661468868,0.05190300941467285
0.33827978191920394,0.4346189404168112,-170.6574661468868,0.05190300941467285
0.36105860751947205,0.43455684490027724,-171.6617632203925,0.05190300941467285
0.3598844834424041,0.4454609498093163,-171.2747404643971,0.05190300941467285
0.35646979611112606,0.41443134126379577,-171.2747404643971,0.05190300941467285
0.3491174922267657,0.4068324420073177,-171.2747404643971,0.05190300941467285
0.35892123313439195,0.391403916742527,-171.62421153134014,0.05190300941467285
0.35786770213012364,0.40221740007407514,-171.3238582255559,0.05190300941467285
0.3682105459137751,0.4042145766796795,-172.0038373691982,0.05190300941467285
0.36013443680234847,0.4029277812309752,-171.70120261796154,0.05190300941467285
0.3634874842308551,0.4273525673788353,-171.59056093660354,0.05190300941467285
0.36479316981337234,0.4246048079747097,-170.91241669218113,0.05190300941467285
0.35233514202831506,0.412985298314299,-171.19790734826572,0.05190300941467285
0.35297364676785625,0.4198760226824919,-171.2935226158389,0.05190300941467285
0.3516481303209572,0.4163275669065526,-172.0113681739991,0.05190300941467285
0.35190715549311735,0.41905468748945657,-171.15993326852367,0.05190300941467285
0.339592449988708,0.4291862557637399,-172.27605273956962,0.05190300941467285
0.3350948844273628,0.43648921228278814,-171.4201712429384,0.05190300941467285
0.2415983245799899,0.4011342573182018,-170.62590899528428,0.05190300941467285
0.22510844202667785,0.42232059893847335,-171.0217220921492,0.05190300941467285
0.15904719811255152,0.3804098219572195,-170.06304272292044,0.05190300941467285
0.15725847020772704,0.3430139578636969,-170.47992671159912,0.05190300941467285
0.11128464556982628,0.38737297909528134,-170.22382668000466,0.05190300941467285
0.09435295573526785,0.38612857338703216,-170.3310900850401,0.05190300941467285
0.1046141830854308,0.3869788632809207,-170.83862119185378,0.05190300941467285
0.11064770829839658,0.3968467120369209,-170.8096463309039,0.05190300941467285
0.12764608545022035,0.40516532531215366,-170.9183455947364,0.05190300941467285
0.13907093391506298,0.38362248976181906,-170.63302536070094,0.05190300941467285
0.12903955030192268,0.369699730993331,-170.3693351293911,0.05190300941467285
0.1398927769336237,0.38354679972663774,-169.01869526255604,0.05190300941467285
0.14722054052430408,0.3376154259860211,-169.73691529468297,0.05190300941467285
0.15017509235557625,0.3397542668107739,-169.44571648719784,0.05190300941467285
0.11926638040251575,0.3761861764762904,-169.32605326025035,0.05190300941467285
0.13004423713289168,0.38232108989019314,-169.03606364783317,0.05190300941467285
0.13301493452230034,0.3692345934893523,-168.8078341645263,0.05190300941467285
0.12926865254034098,0.3743485251056842,-170.54253299110394,0.05190300941467285
0.11438195525265896,0.38596626331545664,-170.074697955416,0.05190300941467285
0.12133616168795819,0.3798376064261428,-169.18633527938186,0.05190300941467285
0.09996976685335421,0.3728492698977673,-169.68643790695933,0.05190300941467285
0.10484801977751426,0.3786491344332801,-169.038917576229,0.05190300941467285
0.1123361632946279,0.3770438784663642,-168.9133869289918,0.05190300941467285
0.11113038153851296,0.37883230562890974,-168.9133869289918,0.05190300941467285
0.09086233251714786,0.3730605614775171,-168.81481036915366,0.05190300941467285
0.0848843522942855,0.3732558781783408,-168.81481036915366,0.05190300941467285
0.08819134190404768,0.3767437181313385,-168.99837800473063,0.05190300941467285
0.09284320954110709,0.3756391802504477,-169.29747348995645,0.05190300941467285
0.11457101914502575,0.3874801543968065,-170.05370291716787,0.05190300941467285
0.1198160478624673,0.3908096163461163,-169.48141410980827,0.05190300941467285
0.10917626030149594,0.3755266627364983,-169.3140984023477,0.05190300941467285
0.11310981628186323,0.3786180446473092,-169.12590699946486,0.05190300941467285
0.12034588319677571,0.3772693717989038,-169.10116938224618,0.05190300941467285
0.11519980647896849,0.38334395645279834,-169.10116938224618,0.05190300941467285
0.12553646304092972,0.37585898222606434,-169.2065110527947,0.05190300941467285
0.12998031528116552,0.3805700516918305,-169.10800471404107,0.05190300941467285
0.12540409934601135,0.38013133042260805,-169.42119296052851,0.05190300941467285
0.12631253186082564,0.3743187489216046,-169.42119296052851,0.05190300941467285
0.09973689267223317,0.38720098505404793,-170.1948888081552,0.05190300941467285
0.10301082523458722,0.3842774740459283,-170.9462159943593,0.05190300941467285
0.0994621212009973,0.37835118754828034,-169.1933632536564,0.05190300941467285
0.0986722346766976,0.37897068358055414,-169.20606511707058,0.05190300941467285
0.10230218340162281,0.3827990582421163,-169.333681263653,0.05190300941467285
0.09952459504734029,0.38080596915991083,-169.333681263653,0.05190300941467285
0.10617115737442104,0.40867044443051564,-168.98290638063534,0.05190300941467285
0.10503548145834568,0.40443722085447364,-168.84374374377205,0.05190300941467285
0.10339246584039627,0.40248912056204333,-169.5665950989778,0.05190300941467285
0.1058945900098663,0.3989492381289891,-169.72773258690466,0.05190300941467285
0.09697884916433938,0.4054609449024955,-169.92706560379426,0.05190300941467285
0.09470309200029016,0.40255470026481127,-169.46036970116808,0.05190300941467285
0.09591270768908045,0.3926495215483008,-169.5665950989778,0.05190300941467285
0.09632448992845613,0.39502385646449445,-169.25521514044496,0.05190300941467285
0.10506513925532669,0.39423413961103165,-170.30246665152154,0.05190300941467285
0.10148767531492134,0.3932284887319271,-169.9998884103434,0.05190300941467285
0.10887706851172727,0.39123366964892237,-170.30246665152154,0.05190300941467285
0.10735384389108477,0.39381268717811024,-169.90227782850704,0.05190300941467285
0.10874190161857852,0.38890174231468644,-169.06106921154856,0.05190300941467285
0.09934847716519912,0.3891728168469207,-169.06106921154856,0.05190300941467285
0.10868632856788815,0.3898957871779897,-169.49951498798572,0.05190300941467285
0.10664699591859782,0.38826588055016903,-169.4154354447186,0.05190300941467285
0.09523342210728379,0.37757154485797995,-169.332665754793,0.05190300941467285
0.09282497599741261,0.374770253029961,-169.332665754793,0.05190300941467285
0.09428201726956345,0.3850421684487947,-169.92706560379426,0.05190300941467285
0.09810196720646365,0.38497593041687644,-169.83705767163755,0.05190300941467285
0.08924416865405925,0.387823985190677,-169.02738007868317,0.05190300941467285
0.09573157311517719,0.3843253655802204,-169.02738007868317,0.05190300941467285
0.09557363601790622,0.3840083386689453,-169.15609277939302,0.05190300941467285
0.09426511613287225,0.3814965289426956,-169.02738007868317,0.05190300941467285
0.0949314219267266,0.3946256421830549,-169.89309615083988,0.05190300941467285
0.08791033972285689,0.39508562471013364,-169.89309615083988,0.05190300941467285
0.09417262900725931,0.39745555690016615,-169.5665950989778,0.05190300941467285
0.0931777501076318,0.3985119745885773,-169.83705767163755,0.05190300941467285
0.10874132644140883,0.39587974674625354,-168.71082795393465,0.05190300941467285
0.10789719858413188,0.3921213576965746,-169.5150653760585,0.05190300941467285
0.10113451797429569,0.3927204104014501,-168.71082795393465,0.05190300941467285
0.10427046843551732,0.38905259608323023,-168.81474821381775,0.05190300941467285
0.10862207715425526,0.3901102688740596,-168.81474821381775,0.05190300941467285
0.11261808780629964,0.3958439084602331,-169.0743189685754,0.05190300941467285
0.1099971570357558,0.38749357731962064,-169.46036970116808,0.05190300941467285
0.1106506515104339,0.3925555958388399,-169.5665950989778,0.05190300941467285
0.102106216832143,0.3891695372154776,-169.41216053754647,0.05190300941467285
0.10446294949730826,0.3924692570646602,-169.55438278108176,0.05190300941467285
0.10885740335650854,0.38955544359825084,-169.01015516207693,0.05190300941467285
0.10968647649110747,0.3869390722439589,-169.36949987891003,0.05190300941467285
0.10969604189485246,0.3925352424267639,-169.15064136050395,0.05190300941467285
0.10987015463376369,0.39283955589179587,-169.49951498798572,0.05190300941467285
0.11393295242812668,0.38835260899824026,-169.72773258690466,0.05190300941467285
0.09927371803875562,0.3870921090544745,-168.57512775689838,0.05190300941467285
0.10518465669700908,0.3845448169341914,-169.4735199789805,0.05190300941467285
0.10071927108963447,0.38710496203448924,-169.4735199789805,0.05190300941467285
0.09741018155572873,0.3894553400190617,-169.50917848552507,0.05190300941467285
0.0966523515896308,0.3895544178056851,-169.78346372322645,0.05190300941467285
0.10116311988883736,0.38700678649230835,-169.78346372322645,0.05190300941467285
0.10421401316870173,0.3831113610598845,-170.08880641434968,0.05190300941467285
0.10090405730480036,0.3758550678853593,-170.08880641434968,0.05190300941467285
0.0971166489714553,0.38121325419876045,-170.08880641434968,0.05190300941467285
0.10973771378002815,0.38954748071580536,-169.89376813940785,0.05190300941467285
0.11194264318706033,0.3931249411148537,-169.8513877769028,0.05190300941467285
0.0872074961454281,0.3859357997895424,-169.6722986890909,0.05190300941467285
0.08191974800115369,0.3820391106767681,-169.76034205258154,0.05190300941467285
0.08826326979136961,0.3765185748794268,-169.46036970116808,0.05190300941467285
0.08775441278411143,0.3724576198974961,-169.89376813940785,0.05190300941467285
0.08865258042539469,0.38153111967977843,-169.72773258690466,0.05190300941467285
0.09098612466660386,0.38110297309261676,-169.72773258690466,0.05190300941467285
0.08392726887478966,0.3877336344407415,-169.72773258690466,0.05190300941467285
0.08558728933827753,0.3821081628484283,-170.17317500527088,0.05190300941467285
0.08555406438403916,0.3861122331341728,-169.72773258690466,0.05190300941467285
0.08863536387552495,0.3877829142248099,-169.72773258690466,0.05190300941467285
0.08830597184433327,0.3735629935551792,-170.18056477584778,0.05190300941467285
0.09397886172514998,0.3738580157951794,-170.18056477584778,0.05190300941467285
0.0967202349259568,0.39547721960487,-169.6997275779316,0.05190300941467285
0.09908024302704846,0.3897903802352153,-169.42864175808285,0.05190300941467285
0.09523525670464938,0.39206610266976766,-170.47553415484438,0.05190300941467285
0.08822616305427522,0.3936112764801111,-170.48440869125454,0.05190300941467285
0.08156306932054856,0.4228769529975034,-169.3263697617414,0.05190300941467285
0.095464640260283,0.40580054959031336,-169.53728514806545,0.05190300941467285
0.09216891483512744,0.45896343980773496,-168.86734083695814,0.05190300941467285
0.12165181317182473,0.4746896321772697,-169.48963258823125,0.05190300941467285
0.11433592848963281,0.45246808950268325,-170.81160385191475,0.05190300941467285
0.11318457747496385,0.4578266418665462,-170.1400607811665,0.05190300941467285
0.11055611459209624,0.4652298246056263,-171.34396894751004,0.05190300941467285
0.10920773514940335,0.5027478464087949,-171.08404867216046,0.05190300941467285
0.1388352837435135,0.42959347428499206,-173.2157049129074,0.05190300941467285
0.14876032121901597,0.369887136155312,-171.7497840136745,0.05190300941467285
0.15977414143574759,0.4444049216832378,-172.27471460655872,0.05190300941467285
0.13637312322675416,0.44143369283004946,-172.19167918817158,0.05190300941467285
0.21802314252580948,0.5114813850655813,-175.31846738428806,4.146062850952148
0.2296596809738391,0.4813662000560115,-173.7813107285754,4.146062850952148
0.17138592744308073,0.5679413734856786,-176.6758334837695,4.146062850952148
0.16123544816470492,0.5459151444158765,-177.31970435316148,4.146062850952148
0.16219315330631523,0.4885545934945176,-175.30562016526008,4.146062850952148
0.1528377039399023,0.48531608333097614,-177.84286820327654,4.146062850952148
0.1977235861056528,0.5537056284661858,-177.5975626362883,4.146062850952148
0.20182110652401725,0.5332180658972994,-179.39327734832176,0.1577455997467041
0.1707860763842979,0.5884183430220314,-179.19517758023528,0.1577455997467041
0.16676089342962302,0.5697702161462399,-177.98066391776516,0.1577455997467041
0.18353634571135277,0.5096151275285512,179.98838689764838,0.1577455997467041
